report_id,timestamp,source,user_handle,state,district,latitude,longitude,text,event_type,severity,source_credibility,label_is_fake,near_dup_of
f97c87c6,2026-05-28 11:00:00,twitter,@user43229,Rajasthan,Bikaner,27.98519,73.31496,"URGENT: dam near Bikaner about to burst, everyone evacuate NOW, forward to everyone you know #Monsoon2026 #Cyclone",heatwave,severe,0.02,1,
dedca25b,2026-09-01 18:17:00,news_wire,@IMDWeather_Alt,Uttar Pradesh,Kanpur,26.46955,80.33592,"Update from Kanpur: heavy rainfall continuing, local authorities have issued an advisory. #WeatherAlert #Monsoon2026",rainfall,moderate,0.94,0,3962e94b
816b9d63,2026-08-16 23:21:00,twitter,@user19355,Unverified,Jodhpur,26.27916,73.02681,"BREAKING!!! Jodhpur completely underwater, govt hiding the truth, share before it gets deleted!!! #Flood",flood,unverified,0.23,1,
d2e8713c,2026-09-02 06:43:00,news_wire,@IMDWeather_Alt,Chhattisgarh,Raipur,21.23256,81.61204,"Heavy flooding reported in Raipur, Chhattisgarh right now. Roads getting waterlogged near main market. #Flood",flood,severe,0.85,0,
ee2cd517,2026-09-01 08:49:00,news_wire,@DistrictAdmin_Official,Uttar Pradesh,Ghaziabad,28.63182,77.47075,"School closed today in Ghaziabad because of heavy rainfall, notice came in this morning. #HeatWave #DustStorm #Flood",rainfall,moderate,0.99,0,1d118f0f
1f6e6cf9,2026-05-30 08:50:00,whatsapp_forward,@DistrictAdmin_Official,Uttar Pradesh,Jhansi,25.48658,78.56869,"Jhansi traffic disrupted due to a heatwave, several vehicles stranded on the flyover. #WeatherAlert",heatwave,moderate,0.22,0,b38fa2c5
9ec4d6d3,2026-09-05 14:34:00,whatsapp_forward,@user25874,Delhi,Noida,28.48764,77.37878,"Heavy heavy rainfall reported in Noida, Delhi right now. Roads getting waterlogged near main market. #Monsoon2026 #StaySafe",rainfall,severe,0.26,0,
719c962f,2026-09-02 18:17:00,facebook,@user35465,Odisha,Sambalpur,21.4952,83.99768,"IMD had warned about this — flooding now active over Sambalpur, Odisha. #WeatherAlert #IMD #DustStorm",flood,severe,0.49,0,
fe1e1aad,2026-09-05 07:00:00,citizen_app,@user36825,Rajasthan,Alwar,27.56279,76.59896,Farmers in Alwar worried as heavy rainfall continues for the third day. #WeatherAlert #ColdWave,rainfall,moderate,0.73,0,
5b6c2326,2026-09-05 12:01:00,facebook,@user37335,Rajasthan,Alwar,27.52927,76.6802,"My cousin's friend said Alwar got 10 feet of water in one hour, whole city gone, unbelievable #HeatWave",rainfall,moderate,0.08,1,
2f88761a,2026-09-03 23:36:00,news_wire,@CitizenReporterIN,West Bengal,Kolkata,22.62012,88.33168,"Citizen report: heavy rainfall in Kolkata. Water level rising near the river bank, please avoid the area. #WeatherAlert #DustStorm #Monsoon2026",rainfall,moderate,0.93,0,
348cf648,2026-09-07 16:59:00,facebook,@user2227,Assam,Dibrugarh,27.50555,94.8978,"Heavy flooding reported in Dibrugarh, Assam right now. Roads getting waterlogged near main market. #Monsoon2026",flood,moderate,0.39,0,2f9f2412
d810f230,2026-09-05 07:02:00,instagram,@user18009,Delhi,Noida,28.50091,77.36931,"Noida experiencing heavy rainfall since morning, visibility very low on the highway. #StaySafe",rainfall,severe,0.39,0,9ec4d6d3
446aea52,2026-09-07 18:56:00,facebook,@user14274,Assam,Silchar,24.78852,92.81389,"BREAKING!!! Silchar completely underwater, govt hiding the truth, share before it gets deleted!!! #RainAlert #IMD",flood,moderate,0.12,1,
a1bc6fd0,2026-09-03 23:01:00,facebook,@user27309,Madhya Pradesh,Sagar,23.8709,78.73933,"Sagar ka mausam kharab, heavy rainfall ki wajah se traffic ruk gaya hai. #Flood #StaySafe",rainfall,severe,0.52,0,6b6bfc23
466516ab,2026-09-06 14:26:00,whatsapp_forward,@user90243,Bihar,Muzaffarpur,26.11183,85.34431,NDRF teams reportedly moving into Muzaffarpur as heavy rainfall worsens. #StaySafe,rainfall,moderate,0.29,0,
8f35f940,2026-09-07 20:00:00,twitter,@user46698,Assam,Guwahati,26.10871,91.74516,"IMD had warned about this — flooding now active over Guwahati, Assam. #RainAlert #Flood",flood,moderate,0.46,0,6bc60906
14cceb23,2026-09-07 11:54:00,facebook,@user91831,Assam,Dibrugarh,27.43562,94.8685,"Dibrugarh flooded because of cloud seeding conspiracy by neighbouring country, spread the word #StaySafe",flood,moderate,0.35,1,
a37ccef1,2026-06-02 08:02:00,instagram,@user86767,Rajasthan,Jodhpur,26.25392,72.9953,"Jodhpur mein bahut zyada a dust storm ho raha hai, sadkon par paani bhar gaya hai. #Cyclone",dust_storm,moderate,0.51,0,d1daed03
c68bb2a9,2026-09-05 17:16:00,citizen_app,@user60405,Maharashtra,Sindhudurg,16.18185,73.59688,Farmers in Sindhudurg worried as heavy rainfall continues for the third day. #RainAlert #ColdWave,rainfall,moderate,0.78,0,
304a0af0,2026-09-03 23:54:00,twitter,@user44327,West Bengal,Howrah,22.61931,88.22554,Farmers in Howrah worried as heavy rainfall continues for the third day. #Flood #Cyclone,rainfall,moderate,0.54,0,
cddb7196,2026-09-05 14:35:00,citizen_app,@user11780,Maharashtra,Ratnagiri,16.99163,73.30276,"Ratnagiri experiencing heavy rainfall since morning, visibility very low on the highway. #Flood #Monsoon2026 #DustStorm",rainfall,moderate,0.72,0,d009cfef
09a97e90,2026-09-01 22:04:00,citizen_app,@user54545,Uttar Pradesh,Meerut,29.01077,77.71895,"Update from Meerut: heavy rainfall continuing, local authorities have issued an advisory. #Flood",rainfall,moderate,0.74,0,
11ba874b,2026-09-01 15:00:00,citizen_app,@user65251,Uttar Pradesh,Ghaziabad,28.71758,77.48206,"Citizen report: heavy rainfall in Ghaziabad. Water level rising near the river bank, please avoid the area. #StaySafe",rainfall,moderate,0.67,0,
bba9a754,2026-05-30 11:07:00,instagram,@user6276,Uttar Pradesh,Jhansi,25.49734,78.58413,"Citizen report: a heatwave in Jhansi. Water level rising near the river bank, please avoid the area. #ColdWave #IMD #DustStorm",heatwave,moderate,0.38,0,
c5d68e4a,2026-01-16 14:17:00,facebook,@user46327,Haryana,Hisar,29.15255,75.72445,"100% confirmed Hisar bridge collapsed due to a cold wave, hundreds missing (unverified forward) #WeatherAlert",cold_wave,moderate,0.24,1,
cb9d150b,2026-09-02 12:04:00,instagram,@user18840,Odisha,Sambalpur,21.443,83.9571,"Citizen report: flooding in Sambalpur. Water level rising near the river bank, please avoid the area. #Monsoon2026 #HeatWave",flood,severe,0.51,0,
1d118f0f,2026-09-01 18:24:00,instagram,@user77556,Uttar Pradesh,Ghaziabad,28.68984,77.41022,"School closed today in Ghaziabad because of heavy rainfall, notice came in this morning. #IMD #RainAlert",rainfall,moderate,0.54,0,
49798731,2026-09-03 22:55:00,facebook,@user85819,West Bengal,Kolkata,22.5288,88.39234,"Heavy heavy rainfall reported in Kolkata, West Bengal right now. Roads getting waterlogged near main market. #Monsoon2026 #WeatherAlert",rainfall,moderate,0.46,0,6f258020
a4658ae1,2026-09-03 21:23:00,whatsapp_forward,@user7000,West Bengal,Kolkata,22.56785,88.32364,"Citizen report: heavy rainfall in Kolkata. Water level rising near the river bank, please avoid the area. #HeatWave #StaySafe",rainfall,moderate,0.33,0,
928bf5c0,2026-09-05 18:27:00,twitter,@user5850,Maharashtra,Panaji,15.46475,73.7928,"IMD had warned about this — heavy rainfall now active over Panaji, Maharashtra. #Monsoon2026 #StaySafe",rainfall,moderate,0.49,0,
a5fbfcb9,2026-06-04 09:54:00,instagram,@user50259,Delhi,Dwarka,28.55045,77.03732,"Heavy a dust storm reported in Dwarka, Delhi right now. Roads getting waterlogged near main market. #IMD #RainAlert #Cyclone",dust_storm,moderate,0.38,0,
0a7a95e2,2026-09-02 08:33:00,news_wire,@DistrictAdmin_Official,Chhattisgarh,Jashpur,22.92171,84.14513,"Update from Jashpur: flooding continuing, local authorities have issued an advisory. #StaySafe #IMD",flood,severe,0.86,0,fc4a6e98
73a9080d,2026-09-02 23:41:00,whatsapp_forward,@user82857,Chhattisgarh,Raipur,21.22113,81.63984,"Raipur ka mausam kharab, flooding ki wajah se traffic ruk gaya hai. #Monsoon2026 #Cyclone",flood,severe,0.21,0,
b84c2c7f,2026-09-05 11:16:00,twitter,@user23119,Maharashtra,Margao,15.32163,73.95865,NDRF teams reportedly moving into Margao as heavy rainfall worsens. #RainAlert #WeatherAlert #Monsoon2026,rainfall,moderate,0.46,0,
9e8c5e65,2026-09-06 09:05:00,news_wire,@NDRFHQ_Watch,Bihar,Patna,25.64091,85.14356,"Update from Patna: heavy rainfall continuing, local authorities have issued an advisory. #Monsoon2026 #DustStorm #Cyclone",rainfall,moderate,0.94,0,
744e4fcd,2026-09-03 08:59:00,twitter,@user14237,Madhya Pradesh,Sagar,23.85884,78.74656,"BREAKING!!! Sagar completely underwater, govt hiding the truth, share before it gets deleted!!! #Flood #Cyclone",rainfall,severe,0.22,1,
c1dc37cd,2026-09-03 20:09:00,citizen_app,@IMDWeather_Alt,Madhya Pradesh,Jabalpur,23.18551,80.00246,"Heavy heavy rainfall reported in Jabalpur, Madhya Pradesh right now. Roads getting waterlogged near main market. #Cyclone #StaySafe",rainfall,severe,0.74,0,
624d2ab0,2026-09-05 21:21:00,citizen_app,@user24582,Jammu and Kashmir,Srinagar,34.06073,74.82753,"Srinagar traffic disrupted due to heavy rainfall, several vehicles stranded on the flyover. #RainAlert #Cyclone",rainfall,moderate,0.71,0,62b52b7b
9085ae2b,2026-09-06 18:01:00,facebook,@user20978,Bihar,Gaya,24.80811,85.0284,"Abhi Gaya mein heavy rainfall shuru hua, log ghar ke andar hi hain. #Monsoon2026",rainfall,moderate,0.5,0,
6ec283b4,2026-06-02 08:34:00,citizen_app,@user68048,Rajasthan,Bikaner,27.99728,73.31625,"Bikaner experiencing a dust storm since morning, visibility very low on the highway. #IMD",dust_storm,moderate,0.83,0,
cae42141,2026-09-03 05:41:00,instagram,@user9288,West Bengal,Howrah,22.58656,88.25871,"Heavy heavy rainfall reported in Howrah, West Bengal right now. Roads getting waterlogged near main market. #WeatherAlert #StaySafe",rainfall,moderate,0.5,0,
f1baafdd,2026-09-02 18:21:00,whatsapp_forward,@user14178,Chhattisgarh,Balrampur,23.12328,83.57955,Just saw flooding hit Balrampur - power supply flickering in our area. #RainAlert #IMD #WeatherAlert,flood,severe,0.29,0,31a23c6c
dd61a5ea,2026-09-05 06:59:00,facebook,@user21715,Rajasthan,Jaipur,26.8678,75.77372,"Citizen report: heavy rainfall in Jaipur. Water level rising near the river bank, please avoid the area. #Monsoon2026 #IMD #WeatherAlert",rainfall,moderate,0.51,0,
989265b0,2026-09-03 20:50:00,whatsapp_forward,@user86323,Madhya Pradesh,Jabalpur,23.17009,80.00966,"My cousin's friend said Jabalpur got 10 feet of water in one hour, whole city gone, unbelievable #ColdWave #DustStorm",rainfall,severe,0.22,1,ee00d56d
35ed6b81,2026-08-16 14:39:00,twitter,@user22313,Unverified,Ahmedabad,23.00134,72.61835,"100% confirmed Ahmedabad bridge collapsed due to a cold wave, hundreds missing (unverified forward) #Monsoon2026",cold_wave,unverified,0.14,1,
a3de10bd,2026-09-06 12:45:00,citizen_app,@IMDWeather_Alt,Bihar,Muzaffarpur,26.13208,85.39603,"Abhi Muzaffarpur mein heavy rainfall shuru hua, log ghar ke andar hi hain. #StaySafe #Monsoon2026",rainfall,moderate,0.73,0,
1adc5aae,2026-09-06 09:03:00,facebook,@user5700,Bihar,Patna,25.61779,85.13673,"School closed today in Patna because of heavy rainfall, notice came in this morning. #RainAlert",rainfall,moderate,0.44,0,a6656bda
d91d3e48,2026-06-04 06:03:00,twitter,@user41449,Delhi,New Delhi,28.58267,77.17917,"New Delhi experiencing a dust storm since morning, visibility very low on the highway. #Cyclone #IMD #Monsoon2026",dust_storm,moderate,0.45,0,
62903d3d,2026-09-02 22:22:00,facebook,@user91893,Odisha,Sambalpur,21.47156,84.0052,"Abhi Sambalpur mein flooding shuru hua, log ghar ke andar hi hain. #RainAlert",flood,severe,0.53,0,
1a843399,2026-09-02 13:35:00,whatsapp_forward,@user40008,Chhattisgarh,Balrampur,23.09883,83.59073,"IMD had warned about this — flooding now active over Balrampur, Chhattisgarh. #Monsoon2026 #RainAlert #StaySafe",flood,severe,0.3,0,
b8aa61f9,2026-05-28 07:12:00,facebook,@DistrictAdmin_Official,Rajasthan,Jaisalmer,26.95297,70.91045,"Heavy a heatwave reported in Jaisalmer, Rajasthan right now. Roads getting waterlogged near main market. #Monsoon2026",heatwave,severe,0.54,0,dc2f68d7
d14eaa8f,2026-01-16 05:14:00,whatsapp_forward,@IMDWeather_Alt,Haryana,Hisar,29.16043,75.71103,"School closed today in Hisar because of a cold wave, notice came in this morning. #WeatherAlert #DustStorm #Cyclone",cold_wave,moderate,0.18,0,
af3ac4f3,2026-09-01 19:02:00,citizen_app,@user96991,Uttar Pradesh,Kanpur,26.4218,80.30091,"Update from Kanpur: heavy rainfall continuing, local authorities have issued an advisory. #WeatherAlert #IMD #HeatWave",rainfall,moderate,0.68,0,
f7431d19,2026-09-02 17:52:00,citizen_app,@user43982,Chhattisgarh,Balrampur,23.08322,83.62896,Just saw flooding hit Balrampur - power supply flickering in our area. #Cyclone,flood,severe,0.67,0,
8abf6982,2026-09-05 14:27:00,whatsapp_forward,@user92495,Rajasthan,Kota,25.21023,75.87814,"Kota ka mausam kharab, heavy rainfall ki wajah se traffic ruk gaya hai. #StaySafe #IMD",rainfall,moderate,0.34,0,
71ec909f,2026-06-02 11:52:00,news_wire,@CitizenReporterIN,Rajasthan,Jodhpur,26.24264,73.07218,"Jodhpur ka mausam kharab, a dust storm ki wajah se traffic ruk gaya hai. #HeatWave #StaySafe",dust_storm,moderate,0.84,0,
33b6e081,2026-09-06 17:02:00,news_wire,@IMDWeather_Alt,Bihar,Gaya,24.77099,84.95758,"Gaya ka mausam kharab, heavy rainfall ki wajah se traffic ruk gaya hai. #Flood #Cyclone",rainfall,moderate,0.88,0,
fd40bab2,2026-01-14 18:26:00,twitter,@user72102,Punjab,Amritsar,31.58544,74.90368,"IMD had warned about this — a cold wave now active over Amritsar, Punjab. #WeatherAlert #Monsoon2026 #StaySafe",cold_wave,moderate,0.54,0,
a8e402d5,2026-09-07 18:13:00,facebook,@user42720,Assam,Dibrugarh,27.49672,94.91831,"BREAKING!!! Dibrugarh completely underwater, govt hiding the truth, share before it gets deleted!!! #WeatherAlert #Flood",flood,moderate,0.39,1,
3bf1835c,2026-09-05 08:42:00,twitter,@user48876,Delhi,Gurugram,28.48307,77.00122,"Gurugram traffic disrupted due to heavy rainfall, several vehicles stranded on the flyover. #Cyclone #WeatherAlert",rainfall,severe,0.52,0,
75ed3242,2026-09-03 21:48:00,news_wire,@IMDWeather_Alt,West Bengal,Malda,25.02924,88.17375,"Abhi Malda mein heavy rainfall shuru hua, log ghar ke andar hi hain. #StaySafe",rainfall,moderate,0.82,0,
c87e44a5,2026-09-04 18:44:00,news_wire,@NDRFHQ_Watch,Jharkhand,Jamshedpur,22.77831,86.20003,"Update from Jamshedpur: heavy rainfall continuing, local authorities have issued an advisory. #ColdWave #RainAlert",rainfall,moderate,0.87,0,
98d82004,2026-09-05 14:01:00,twitter,@user41913,Uttarakhand,Rudraprayag,30.31941,79.01839,"My cousin's friend said Rudraprayag got 10 feet of water in one hour, whole city gone, unbelievable #WeatherAlert",rainfall,severe,0.29,1,9fb4af93
e4ffcd53,2026-09-05 15:57:00,twitter,@user18991,Uttarakhand,Dehradun,30.35554,78.06369,"IMD had warned about this — heavy rainfall now active over Dehradun, Uttarakhand. #Flood",rainfall,severe,0.47,0,
c0bfa53c,2026-09-03 21:33:00,whatsapp_forward,@user82033,Madhya Pradesh,Satna,24.59457,80.78853,Farmers in Satna worried as heavy rainfall continues for the third day. #Cyclone #RainAlert #DustStorm,rainfall,severe,0.17,0,
4bdd0cfb,2026-07-28 08:29:00,twitter,@user56683,Unverified,Mayurbhanj,21.92612,86.7187,"BREAKING!!! Mayurbhanj completely underwater, govt hiding the truth, share before it gets deleted!!! #DustStorm #HeatWave",cold_wave,unverified,0.02,1,
9c2871a9,2026-09-03 21:17:00,whatsapp_forward,@user92845,Madhya Pradesh,Satna,24.56286,80.80747,"Heavy heavy rainfall reported in Satna, Madhya Pradesh right now. Roads getting waterlogged near main market. #ColdWave #WeatherAlert",rainfall,severe,0.18,0,
3299cd13,2026-09-05 11:37:00,whatsapp_forward,@user60472,Uttarakhand,Haridwar,29.97224,78.11542,"My cousin's friend said Haridwar got 10 feet of water in one hour, whole city gone, unbelievable #Cyclone",rainfall,severe,0.19,1,3562ff14
f9524613,2026-09-05 10:12:00,whatsapp_forward,@CitizenReporterIN,Gujarat,Surat,21.15066,72.79824,"Heavy heavy rainfall reported in Surat, Gujarat right now. Roads getting waterlogged near main market. #Cyclone #Monsoon2026 #IMD",rainfall,moderate,0.21,0,63ae6312
b1dbef0f,2026-09-02 09:44:00,whatsapp_forward,@CitizenReporterIN,Odisha,Sambalpur,21.47813,83.9311,"Update from Sambalpur: flooding continuing, local authorities have issued an advisory. #IMD",flood,severe,0.34,0,
76f31a11,2026-01-16 20:07:00,instagram,@user69066,Haryana,Karnal,29.70204,76.96585,"Abhi Karnal mein a cold wave shuru hua, log ghar ke andar hi hain. #DustStorm #StaySafe",cold_wave,moderate,0.5,0,42b74c7a
4c5f5b11,2026-09-02 19:09:00,twitter,@user68568,Chhattisgarh,Jashpur,22.89905,84.13014,"Jashpur mein bahut zyada flooding ho raha hai, sadkon par paani bhar gaya hai. #Monsoon2026 #StaySafe",flood,severe,0.48,0,
b38fa2c5,2026-05-30 08:57:00,instagram,@NDRFHQ_Watch,Uttar Pradesh,Jhansi,25.42905,78.60063,"Abhi Jhansi mein a heatwave shuru hua, log ghar ke andar hi hain. #StaySafe #HeatWave",heatwave,moderate,0.54,0,
97745fba,2026-09-03 20:30:00,twitter,@user22134,West Bengal,Kharagpur,22.31642,87.34543,"Kharagpur traffic disrupted due to heavy rainfall, several vehicles stranded on the flyover. #WeatherAlert #Monsoon2026",rainfall,moderate,0.58,0,
574916b5,2026-05-30 20:46:00,citizen_app,@user87409,Uttar Pradesh,Prayagraj,25.48245,81.80218,Just saw a heatwave hit Prayagraj - power supply flickering in our area. #RainAlert #IMD #Flood,heatwave,moderate,0.83,0,ba7ea843
84313119,2026-07-13 09:02:00,twitter,@user92533,Unverified,Bikaner,27.99326,73.27561,"URGENT: dam near Bikaner about to burst, everyone evacuate NOW, forward to everyone you know #StaySafe #RainAlert",heatwave,unverified,0.2,1,
92794efa,2026-09-06 08:54:00,instagram,@user20405,Bihar,Patna,25.5557,85.17712,"Abhi Patna mein heavy rainfall shuru hua, log ghar ke andar hi hain. #Monsoon2026 #Cyclone",rainfall,moderate,0.37,0,a6656bda
3562ff14,2026-09-05 14:28:00,whatsapp_forward,@user40918,Uttarakhand,Haridwar,29.92027,78.16799,"Abhi Haridwar mein heavy rainfall shuru hua, log ghar ke andar hi hain. #RainAlert",rainfall,severe,0.3,0,
23b75b63,2026-01-14 18:24:00,citizen_app,@user87455,Punjab,Amritsar,31.67663,74.86818,NDRF teams reportedly moving into Amritsar as a cold wave worsens. #StaySafe,cold_wave,moderate,0.79,0,
dab4b66e,2026-06-04 08:17:00,citizen_app,@user72444,Delhi,Dwarka,28.56205,77.02887,NDRF teams reportedly moving into Dwarka as a dust storm worsens. #RainAlert #Monsoon2026,dust_storm,moderate,0.68,0,
7d798109,2026-07-22 19:25:00,twitter,@IMDWeather_Alt,Unverified,Moradabad,28.84898,78.7354,"URGENT: dam near Moradabad about to burst, everyone evacuate NOW, forward to everyone you know #WeatherAlert",rainfall,unverified,0.15,1,
7688b076,2026-09-05 15:34:00,whatsapp_forward,@user62455,Jammu and Kashmir,Srinagar,34.04254,74.79455,"Srinagar experiencing heavy rainfall since morning, visibility very low on the highway. #StaySafe #HeatWave #IMD",rainfall,moderate,0.24,0,
b2fbbabd,2026-09-02 14:17:00,facebook,@DistrictAdmin_Official,Chhattisgarh,Surguja,23.09807,83.17718,Farmers in Surguja worried as flooding continues for the third day. #ColdWave,flood,severe,0.48,0,
1a080bd0,2026-09-02 11:52:00,whatsapp_forward,@user74664,Chhattisgarh,Balrampur,23.09365,83.58406,"Abhi Balrampur mein flooding shuru hua, log ghar ke andar hi hain. #Monsoon2026 #RainAlert",flood,severe,0.29,0,31a23c6c
ab2c251c,2026-09-02 14:55:00,whatsapp_forward,@user59947,Odisha,Keonjhar,21.6339,85.60738,Just saw flooding hit Keonjhar - power supply flickering in our area. #WeatherAlert #RainAlert,flood,severe,0.2,0,
5b80766a,2026-09-05 17:44:00,whatsapp_forward,@user7870,Gujarat,Rajkot,22.27557,70.75564,"School closed today in Rajkot because of heavy rainfall, notice came in this morning. #IMD #StaySafe #WeatherAlert",rainfall,moderate,0.27,0,4a31efe8
2c9ac11d,2026-09-04 22:50:00,citizen_app,@user24425,Jharkhand,Ranchi,23.33646,85.29616,"Ranchi traffic disrupted due to heavy rainfall, several vehicles stranded on the flyover. #ColdWave",rainfall,moderate,0.72,0,
4817214e,2026-09-05 15:50:00,twitter,@user64999,Delhi,Noida,28.5088,77.42211,NDRF teams reportedly moving into Noida as heavy rainfall worsens. #WeatherAlert,rainfall,severe,0.62,0,
492bf354,2026-09-03 12:47:00,facebook,@user56112,Madhya Pradesh,Rewa,24.51227,81.33453,"Citizen report: heavy rainfall in Rewa. Water level rising near the river bank, please avoid the area. #WeatherAlert #RainAlert #DustStorm",rainfall,severe,0.51,0,
e7f7d457,2026-09-02 15:35:00,instagram,@user75205,Odisha,Sundargarh,22.14627,84.02307,"School closed today in Sundargarh because of flooding, notice came in this morning. #DustStorm #HeatWave",flood,severe,0.52,0,
6caeb9a2,2026-01-16 23:00:00,citizen_app,@user33441,Haryana,Karnal,29.66911,76.95825,"Update from Karnal: a cold wave continuing, local authorities have issued an advisory. #IMD #DustStorm #Monsoon2026",cold_wave,moderate,0.74,0,42b74c7a
91e0a2a6,2026-09-05 17:10:00,twitter,@IMDWeather_Alt,Gujarat,Rajkot,22.28181,70.76834,"Update from Rajkot: heavy rainfall continuing, local authorities have issued an advisory. #WeatherAlert #StaySafe",rainfall,moderate,0.59,0,4a31efe8
75edd3b4,2026-01-14 11:16:00,citizen_app,@user91053,Punjab,Ludhiana,30.88586,75.86245,"School closed today in Ludhiana because of a cold wave, notice came in this morning. #StaySafe #ColdWave",cold_wave,moderate,0.82,0,
5185e61c,2026-09-05 13:33:00,whatsapp_forward,@user82689,Uttarakhand,Nainital,29.39479,79.41297,"IMD had warned about this — heavy rainfall now active over Nainital, Uttarakhand. #Cyclone #DustStorm",rainfall,severe,0.22,0,b1a58391
84e11b1c,2026-09-05 14:38:00,instagram,@DistrictAdmin_Official,Delhi,Noida,28.57811,77.36641,"Noida traffic disrupted due to heavy rainfall, several vehicles stranded on the flyover. #IMD",rainfall,severe,0.55,0,
97e95c46,2026-09-05 14:26:00,citizen_app,@user14742,Gujarat,Ahmedabad,23.06335,72.59993,"School closed today in Ahmedabad because of heavy rainfall, notice came in this morning. #Monsoon2026 #DustStorm #StaySafe",rainfall,moderate,0.74,0,
f232b95f,2026-09-05 12:04:00,twitter,@user56864,Rajasthan,Jaipur,26.92352,75.82084,"Jaipur experiencing heavy rainfall since morning, visibility very low on the highway. #Monsoon2026",rainfall,moderate,0.52,0,
696eee8e,2026-09-06 11:54:00,facebook,@CitizenReporterIN,Bihar,Gaya,24.785,84.97967,Just saw heavy rainfall hit Gaya - power supply flickering in our area. #IMD,rainfall,moderate,0.48,0,
2b47731c,2026-01-14 21:16:00,citizen_app,@user39466,Punjab,Ludhiana,30.89393,75.86401,"Ludhiana experiencing a cold wave since morning, visibility very low on the highway. #Flood #IMD",cold_wave,moderate,0.77,0,
836ae6ec,2026-05-30 12:25:00,whatsapp_forward,@user91175,Uttar Pradesh,Prayagraj,25.48383,81.86131,"My cousin's friend said Prayagraj got 10 feet of water in one hour, whole city gone, unbelievable #ColdWave",heatwave,moderate,0.27,1,ba7ea843
0c3f2502,2026-09-02 06:26:00,facebook,@user95317,Chhattisgarh,Raigarh,21.8605,83.38267,NDRF teams reportedly moving into Raigarh as flooding worsens. #Monsoon2026,flood,severe,0.4,0,
711dc73b,2026-09-05 20:44:00,twitter,@NDRFHQ_Watch,Jammu and Kashmir,Srinagar,34.08832,74.784,"Citizen report: heavy rainfall in Srinagar. Water level rising near the river bank, please avoid the area. #Cyclone",rainfall,moderate,0.54,0,62b52b7b
032d754b,2026-09-02 23:41:00,news_wire,@DistrictAdmin_Official,Chhattisgarh,Raipur,21.29914,81.58863,"School closed today in Raipur because of flooding, notice came in this morning. #StaySafe #IMD #Monsoon2026",flood,severe,0.86,0,
dc160606,2026-08-08 11:27:00,twitter,@user11579,Unverified,Jashpur,22.91733,84.1402,"URGENT: dam near Jashpur about to burst, everyone evacuate NOW, forward to everyone you know #HeatWave",heatwave,unverified,0.18,1,
6944064e,2026-06-02 10:29:00,citizen_app,@user24083,Rajasthan,Bikaner,27.99607,73.33453,"School closed today in Bikaner because of a dust storm, notice came in this morning. #Monsoon2026",dust_storm,moderate,0.69,0,
b2eccad7,2026-07-11 21:16:00,twitter,@user43477,Unverified,Haridwar,29.98732,78.17871,"My cousin's friend said Haridwar got 10 feet of water in one hour, whole city gone, unbelievable #Cyclone",dust_storm,unverified,0.2,1,
51be320d,2026-09-03 15:27:00,twitter,@user18536,Madhya Pradesh,Rewa,24.51701,81.26023,"IMD had warned about this — heavy rainfall now active over Rewa, Madhya Pradesh. #StaySafe #Cyclone",rainfall,severe,0.52,0,
a3825ac1,2026-09-01 19:54:00,facebook,@user51422,Uttar Pradesh,Kanpur,26.49002,80.34966,"Abhi Kanpur mein heavy rainfall shuru hua, log ghar ke andar hi hain. #ColdWave #HeatWave",rainfall,moderate,0.52,0,3962e94b
ec411338,2026-09-01 05:46:00,whatsapp_forward,@user35522,Delhi,Dwarka,28.63058,77.07109,"IMD had warned about this — heavy rainfall now active over Dwarka, Delhi. #Flood #Monsoon2026",rainfall,moderate,0.34,0,
76f6b564,2026-09-05 08:40:00,facebook,@user64766,Rajasthan,Jaipur,26.93905,75.80208,"Jaipur traffic disrupted due to heavy rainfall, several vehicles stranded on the flyover. #RainAlert #HeatWave #ColdWave",rainfall,moderate,0.37,0,
efbdf370,2026-09-02 11:28:00,news_wire,@NDRFHQ_Watch,Odisha,Mayurbhanj,21.97171,86.70968,Farmers in Mayurbhanj worried as flooding continues for the third day. #Monsoon2026,flood,severe,0.97,0,d45a2ddd
ef611402,2026-09-02 10:03:00,citizen_app,@user41043,Odisha,Sundargarh,22.1317,83.9992,"Abhi Sundargarh mein flooding shuru hua, log ghar ke andar hi hain. #WeatherAlert #DustStorm",flood,severe,0.8,0,
25089815,2026-09-05 22:28:00,news_wire,@IMDWeather_Alt,Jammu and Kashmir,Jammu,32.77093,74.8874,"Jammu experiencing heavy rainfall since morning, visibility very low on the highway. #Cyclone #DustStorm",rainfall,moderate,0.83,0,
579d92eb,2026-09-04 12:41:00,news_wire,@IMDWeather_Alt,Jharkhand,Ranchi,23.3227,85.26296,Just saw heavy rainfall hit Ranchi - power supply flickering in our area. #Flood #IMD #DustStorm,rainfall,moderate,0.99,0,2c9ac11d
c7eca3b9,2026-09-01 23:25:00,facebook,@user19131,Delhi,New Delhi,28.60979,77.18549,Farmers in New Delhi worried as heavy rainfall continues for the third day. #Cyclone #ColdWave,rainfall,moderate,0.45,0,c8f18eec
e1ca6675,2026-09-05 06:05:00,news_wire,@DistrictAdmin_Official,Jammu and Kashmir,Jammu,32.7074,74.84758,"Jammu ka mausam kharab, heavy rainfall ki wajah se traffic ruk gaya hai. #DustStorm #Monsoon2026",rainfall,moderate,0.96,0,
